id,datetime,time,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,dayOfWeek
55,2011-01-03 09:00:00,09:00:00,1,0,1,1,6.56,6.82,43,260.027,88,maandag
56,2011-01-03 10:00:00,10:00:00,1,0,1,1,7.38,8.335,43,169.979,44,maandag
57,2011-01-03 11:00:00,11:00:00,1,0,1,1,8.2,9.09,40,220.028,51,maandag
58,2011-01-03 12:00:00,12:00:00,1,0,1,1,9.02,10.605,35,199.995,61,maandag
59,2011-01-03 13:00:00,13:00:00,1,0,1,1,9.84,10.605,35,190.012,61,maandag
60,2011-01-03 14:00:00,14:00:00,1,0,1,1,10.66,12.12,30,190.012,77,maandag
61,2011-01-03 15:00:00,15:00:00,1,0,1,1,10.66,12.12,30,169.979,72,maandag
62,2011-01-03 16:00:00,16:00:00,1,0,1,1,10.66,12.12,30,169.979,76,maandag
63,2011-01-03 17:00:00,17:00:00,1,0,1,1,9.84,11.365,30,150.013,157,maandag
64,2011-01-03 18:00:00,18:00:00,1,0,1,1,9.84,12.88,32,70.015,157,maandag
65,2011-01-03 19:00:00,19:00:00,1,0,1,1,8.2,12.88,47,0,110,maandag
66,2011-01-03 20:00:00,20:00:00,1,0,1,1,8.2,11.365,47,70.015,52,maandag
67,2011-01-03 21:00:00,21:00:00,1,0,1,1,7.38,9.85,64,89.981,52,maandag
68,2011-01-03 22:00:00,22:00:00,1,0,1,1,5.74,7.575,69,89.981,20,maandag
69,2011-01-03 23:00:00,23:00:00,1,0,1,1,7.38,10.605,55,70.015,12,maandag
70,2011-01-04 00:00:00,00:00:00,1,0,1,1,6.56,9.09,55,70.015,5,dinsdag
71,2011-01-04 01:00:00,01:00:00,1,0,1,1,6.56,9.09,59,70.015,2,dinsdag
72,2011-01-04 02:00:00,02:00:00,1,0,1,1,5.74,7.575,63,89.981,1,dinsdag
73,2011-01-04 04:00:00,04:00:00,1,0,1,1,5.74,9.09,63,60.032,2,dinsdag
74,2011-01-04 05:00:00,05:00:00,1,0,1,1,4.92,7.575,68,70.015,4,dinsdag
75,2011-01-04 06:00:00,06:00:00,1,0,1,1,4.92,7.575,74,70.015,36,dinsdag
76,2011-01-04 07:00:00,07:00:00,1,0,1,1,4.92,7.575,74,89.981,94,dinsdag
77,2011-01-04 08:00:00,08:00:00,1,0,1,1,5.74,7.575,69,110.014,179,dinsdag
78,2011-01-04 09:00:00,09:00:00,1,0,1,1,6.56,7.575,64,150.013,100,dinsdag
79,2011-01-04 10:00:00,10:00:00,1,0,1,2,6.56,6.82,69,220.028,42,dinsdag
80,2011-01-04 11:00:00,11:00:00,1,0,1,1,9.02,10.605,51,199.995,57,dinsdag
81,2011-01-04 12:00:00,12:00:00,1,0,1,1,9.02,11.365,51,110.014,78,dinsdag
82,2011-01-04 13:00:00,13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,dinsdag
83,2011-01-04 14:00:00,14:00:00,1,0,1,1,10.66,12.88,52,150.013,63,dinsdag
84,2011-01-04 15:00:00,15:00:00,1,0,1,1,11.48,13.635,52,169.979,65,dinsdag
85,2011-01-04 16:00:00,16:00:00,1,0,1,1,12.3,14.395,49,169.979,83,dinsdag
86,2011-01-04 17:00:00,17:00:00,1,0,1,1,11.48,13.635,48,150.013,212,dinsdag
87,2011-01-04 18:00:00,18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,dinsdag
88,2011-01-04 19:00:00,19:00:00,1,0,1,1,9.84,12.88,48,70.015,112,dinsdag
89,2011-01-04 20:00:00,20:00:00,1,0,1,1,9.84,12.88,48,70.015,54,dinsdag
90,2011-01-04 21:00:00,21:00:00,1,0,1,1,9.02,13.635,64,0,48,dinsdag
91,2011-01-04 22:00:00,22:00:00,1,0,1,1,9.02,12.88,64,60.032,35,dinsdag
92,2011-01-04 23:00:00,23:00:00,1,0,1,1,8.2,11.365,69,60.032,11,dinsdag
93,2011-01-05 00:00:00,00:00:00,1,0,1,1,8.2,12.88,64,0,6,donderdag
94,2011-01-05 01:00:00,01:00:00,1,0,1,1,6.56,9.85,74,60.032,6,donderdag
95,2011-01-05 02:00:00,02:00:00,1,0,1,1,6.56,9.85,74,60.032,2,donderdag
96,2011-01-05 04:00:00,04:00:00,1,0,1,1,9.84,11.365,48,150.013,2,donderdag
97,2011-01-05 05:00:00,05:00:00,1,0,1,1,9.02,11.365,47,110.014,3,donderdag
98,2011-01-05 06:00:00,06:00:00,1,0,1,1,8.2,9.85,47,150.013,33,donderdag
99,2011-01-05 07:00:00,07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,donderdag
100,2011-01-05 08:00:00,08:00:00,1,0,1,1,8.2,9.09,40,199.995,195,donderdag
101,2011-01-05 09:00:00,09:00:00,1,0,1,1,9.02,9.85,37,220.028,115,donderdag
102,2011-01-05 10:00:00,10:00:00,1,0,1,1,9.02,9.85,37,220.028,57,donderdag
103,2011-01-05 11:00:00,11:00:00,1,0,1,1,10.66,11.365,33,220.028,46,donderdag
104,2011-01-05 12:00:00,12:00:00,1,0,1,1,10.66,11.365,33,220.028,79,donderdag
105,2011-01-05 13:00:00,13:00:00,1,0,1,1,11.48,12.88,30,199.995,71,donderdag
106,2011-01-05 14:00:00,14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,donderdag
107,2011-01-05 15:00:00,15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,donderdag
108,2011-01-05 16:00:00,16:00:00,1,0,1,1,12.3,15.91,28,60.032,89,donderdag
109,2011-01-05 17:00:00,17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,donderdag
110,2011-01-05 18:00:00,18:00:00,1,0,1,1,9.84,12.12,38,89.981,169,donderdag
111,2011-01-05 19:00:00,19:00:00,1,0,1,1,9.84,12.88,38,70.015,132,donderdag
112,2011-01-05 20:00:00,20:00:00,1,0,1,1,9.02,11.365,47,110.014,89,donderdag
113,2011-01-05 21:00:00,21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,donderdag
114,2011-01-05 22:00:00,22:00:00,1,0,1,1,7.38,9.85,55,89.981,42,donderdag
115,2011-01-05 23:00:00,23:00:00,1,0,1,1,8.2,12.88,47,0,19,donderdag
116,2011-01-06 00:00:00,00:00:00,1,0,1,1,7.38,12.12,55,0,11,vrijdag
117,2011-01-06 01:00:00,01:00:00,1,0,1,1,6.56,11.365,64,0,4,vrijdag
118,2011-01-06 02:00:00,02:00:00,1,0,1,1,6.56,11.365,64,0,2,vrijdag
119,2011-01-06 04:00:00,04:00:00,1,0,1,2,6.56,9.85,64,60.032,1,vrijdag
120,2011-01-06 05:00:00,05:00:00,1,0,1,2,5.74,9.09,69,60.032,4,vrijdag
121,2011-01-06 06:00:00,06:00:00,1,0,1,2,5.74,8.335,63,70.015,36,vrijdag
122,2011-01-06 07:00:00,07:00:00,1,0,1,2,6.56,11.365,59,0,95,vrijdag
123,2011-01-06 08:00:00,08:00:00,1,0,1,1,6.56,11.365,59,0,219,vrijdag
124,2011-01-06 09:00:00,09:00:00,1,0,1,2,7.38,12.12,51,0,122,vrijdag
125,2011-01-06 10:00:00,10:00:00,1,0,1,1,8.2,12.88,47,0,45,vrijdag
126,2011-01-06 11:00:00,11:00:00,1,0,1,1,9.02,12.88,44,60.032,59,vrijdag
127,2011-01-06 12:00:00,12:00:00,1,0,1,1,10.66,14.395,35,0,84,vrijdag
128,2011-01-06 13:00:00,13:00:00,1,0,1,1,10.66,13.635,35,70.015,67,vrijdag
129,2011-01-06 14:00:00,14:00:00,1,0,1,1,11.48,13.635,36,110.014,70,vrijdag
130,2011-01-06 15:00:00,15:00:00,1,0,1,1,11.48,13.635,36,0,62,vrijdag
131,2011-01-06 16:00:00,16:00:00,1,0,1,1,10.66,12.88,38,110.014,86,vrijdag
132,2011-01-06 17:00:00,17:00:00,1,0,1,1,9.02,11.365,51,110.014,172,vrijdag
133,2011-01-06 18:00:00,18:00:00,1,0,1,1,9.02,11.365,51,89.981,163,vrijdag
134,2011-01-06 19:00:00,19:00:00,1,0,1,1,9.02,12.88,55,60.032,112,vrijdag
135,2011-01-06 20:00:00,20:00:00,1,0,1,1,8.2,10.605,51,110.014,69,vrijdag
136,2011-01-06 21:00:00,21:00:00,1,0,1,2,9.02,10.605,55,150.013,48,vrijdag
137,2011-01-06 22:00:00,22:00:00,1,0,1,2,9.02,10.605,51,190.012,52,vrijdag
138,2011-01-06 23:00:00,23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,vrijdag
139,2011-01-07 00:00:00,00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,zaterdag
140,2011-01-07 01:00:00,01:00:00,1,0,1,2,8.2,9.85,69,150.013,7,zaterdag
141,2011-01-07 02:00:00,02:00:00,1,0,1,2,8.2,9.85,69,150.013,1,zaterdag
142,2011-01-07 04:00:00,04:00:00,1,0,1,2,8.2,10.605,69,89.981,1,zaterdag
143,2011-01-07 05:00:00,05:00:00,1,0,1,3,9.02,13.635,55,0,5,zaterdag
144,2011-01-07 06:00:00,06:00:00,1,0,1,2,8.2,12.88,69,0,34,zaterdag
145,2011-01-07 07:00:00,07:00:00,1,0,1,1,8.2,10.605,69,89.981,84,zaterdag
146,2011-01-07 08:00:00,08:00:00,1,0,1,1,8.2,9.85,51,169.979,210,zaterdag
147,2011-01-07 09:00:00,09:00:00,1,0,1,1,8.2,9.09,47,199.995,134,zaterdag
148,2011-01-07 10:00:00,10:00:00,1,0,1,1,9.02,9.85,37,220.028,63,zaterdag
149,2011-01-07 11:00:00,11:00:00,1,0,1,2,8.2,9.85,40,150.013,67,zaterdag
150,2011-01-07 12:00:00,12:00:00,1,0,1,2,8.2,9.85,37,169.979,59,zaterdag
151,2011-01-07 13:00:00,13:00:00,1,0,1,2,8.2,9.09,37,190.012,73,zaterdag
152,2011-01-07 14:00:00,14:00:00,1,0,1,2,8.2,9.85,40,169.979,50,zaterdag
153,2011-01-07 15:00:00,15:00:00,1,0,1,2,8.2,10.605,37,110.014,72,zaterdag
154,2011-01-07 16:00:00,16:00:00,1,0,1,2,8.2,10.605,37,110.014,87,zaterdag
155,2011-01-07 17:00:00,17:00:00,1,0,1,2,8.2,12.88,37,0,187,zaterdag
156,2011-01-07 18:00:00,18:00:00,1,0,1,1,8.2,11.365,40,60.032,123,zaterdag
157,2011-01-07 19:00:00,19:00:00,1,0,1,1,6.56,9.85,55,60.032,95,zaterdag
158,2011-01-07 20:00:00,20:00:00,1,0,1,1,7.38,10.605,47,70.015,51,zaterdag
159,2011-01-07 21:00:00,21:00:00,1,0,1,1,7.38,9.85,47,89.981,39,zaterdag
160,2011-01-07 22:00:00,22:00:00,1,0,1,2,7.38,9.85,43,110.014,36,zaterdag
161,2011-01-07 23:00:00,23:00:00,1,0,1,2,7.38,9.85,51,110.014,15,zaterdag
162,2011-01-08 00:00:00,00:00:00,1,0,0,2,7.38,9.85,51,110.014,25,zondag
163,2011-01-08 01:00:00,01:00:00,1,0,0,2,7.38,10.605,55,60.032,16,zondag
164,2011-01-08 02:00:00,02:00:00,1,0,0,2,7.38,12.12,55,0,16,zondag
165,2011-01-08 03:00:00,03:00:00,1,0,0,3,7.38,9.85,55,110.014,7,zondag
166,2011-01-08 04:00:00,04:00:00,1,0,0,3,7.38,9.85,55,110.014,1,zondag
167,2011-01-08 05:00:00,05:00:00,1,0,0,2,6.56,8.335,74,110.014,5,zondag
168,2011-01-08 06:00:00,06:00:00,1,0,0,2,6.56,8.335,74,110.014,2,zondag
169,2011-01-08 07:00:00,07:00:00,1,0,0,2,6.56,9.09,74,70.015,9,zondag
170,2011-01-08 08:00:00,08:00:00,1,0,0,3,6.56,9.09,93,70.015,15,zondag
171,2011-01-08 09:00:00,09:00:00,1,0,0,3,6.56,9.09,93,70.015,20,zondag
172,2011-01-08 10:00:00,10:00:00,1,0,0,2,7.38,9.85,80,110.014,61,zondag
173,2011-01-08 11:00:00,11:00:00,1,0,0,2,8.2,9.09,69,260.027,62,zondag
174,2011-01-08 12:00:00,12:00:00,1,0,0,2,8.2,9.09,59,239.994,98,zondag
175,2011-01-08 13:00:00,13:00:00,1,0,0,1,8.2,9.09,44,220.028,102,zondag
176,2011-01-08 14:00:00,14:00:00,1,0,0,1,8.2,8.335,32,329.975,95,zondag
177,2011-01-08 15:00:00,15:00:00,1,0,0,1,8.2,8.335,32,300.026,74,zondag
178,2011-01-08 16:00:00,16:00:00,1,0,0,1,7.38,6.82,29,300.026,76,zondag
179,2011-01-08 17:00:00,17:00:00,1,0,0,1,6.56,6.06,37,369.974,69,zondag
180,2011-01-08 18:00:00,18:00:00,1,0,0,1,5.74,6.06,39,199.995,55,zondag
181,2011-01-08 19:00:00,19:00:00,1,0,0,1,5.74,6.06,36,169.979,30,zondag
182,2011-01-08 20:00:00,20:00:00,1,0,0,1,4.92,6.06,36,169.979,28,zondag
183,2011-01-08 21:00:00,21:00:00,1,0,0,1,4.92,5.305,39,239.994,37,zondag
184,2011-01-08 22:00:00,22:00:00,1,0,0,1,4.92,5.305,36,260.027,34,zondag
185,2011-01-08 23:00:00,23:00:00,1,0,0,1,4.1,3.03,39,300.026,22,zondag
186,2011-01-09 00:00:00,00:00:00,1,0,0,1,4.1,3.79,42,260.027,25,dinsdag
187,2011-01-09 01:00:00,01:00:00,1,0,0,1,4.1,3.03,42,310.009,12,dinsdag
188,2011-01-09 02:00:00,02:00:00,1,0,0,1,4.1,3.03,46,310.009,11,dinsdag
189,2011-01-09 03:00:00,03:00:00,1,0,0,1,4.1,3.79,46,279.993,4,dinsdag
190,2011-01-09 04:00:00,04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,dinsdag
191,2011-01-09 05:00:00,05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,dinsdag
192,2011-01-09 06:00:00,06:00:00,1,0,0,1,4.1,4.545,49,190.012,1,dinsdag
193,2011-01-09 07:00:00,07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,dinsdag
194,2011-01-09 08:00:00,08:00:00,1,0,0,1,4.1,4.545,49,190.012,10,dinsdag
195,2011-01-09 09:00:00,09:00:00,1,0,0,1,4.92,3.79,46,350.008,19,dinsdag
196,2011-01-09 10:00:00,10:00:00,1,0,0,1,5.74,5.305,43,260.027,49,dinsdag
197,2011-01-09 11:00:00,11:00:00,1,0,0,1,6.56,6.06,40,350.008,49,dinsdag
198,2011-01-09 12:00:00,12:00:00,1,0,0,1,7.38,6.82,37,300.026,83,dinsdag
199,2011-01-09 13:00:00,13:00:00,1,0,0,1,8.2,8.335,34,300.026,75,dinsdag
200,2011-01-09 14:00:00,14:00:00,1,0,0,1,9.02,9.09,32,310.009,72,dinsdag
201,2011-01-09 15:00:00,15:00:00,1,0,0,1,9.02,9.85,35,239.994,82,dinsdag
202,2011-01-09 16:00:00,16:00:00,1,0,0,1,8.2,8.335,34,300.026,92,dinsdag
203,2011-01-09 17:00:00,17:00:00,1,0,0,1,7.38,7.575,37,260.027,62,dinsdag
204,2011-01-09 18:00:00,18:00:00,1,0,0,1,6.56,6.82,40,220.028,48,dinsdag
205,2011-01-09 19:00:00,19:00:00,1,0,0,1,6.56,6.82,43,220.028,41,dinsdag
206,2011-01-09 20:00:00,20:00:00,1,0,0,1,5.74,6.06,46,169.979,38,dinsdag
207,2011-01-09 21:00:00,21:00:00,1,0,0,1,5.74,5.305,46,279.993,20,dinsdag
208,2011-01-09 22:00:00,22:00:00,1,0,0,1,5.74,6.06,46,199.995,15,dinsdag
209,2011-01-09 23:00:00,23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,dinsdag
210,2011-01-10 00:00:00,00:00:00,1,0,1,1,4.92,6.06,50,190.012,5,woensdag
211,2011-01-10 01:00:00,01:00:00,1,0,1,1,4.92,6.06,50,190.012,1,woensdag
212,2011-01-10 02:00:00,02:00:00,1,0,1,1,4.92,6.06,50,150.013,3,woensdag
213,2011-01-10 03:00:00,03:00:00,1,0,1,1,4.92,6.06,50,150.013,1,woensdag
214,2011-01-10 04:00:00,04:00:00,1,0,1,1,4.1,6.06,54,89.981,3,woensdag
215,2011-01-10 05:00:00,05:00:00,1,0,1,1,4.1,5.305,54,169.979,3,woensdag
216,2011-01-10 06:00:00,06:00:00,1,0,1,1,4.92,6.06,50,190.012,31,woensdag
217,2011-01-10 07:00:00,07:00:00,1,0,1,1,4.92,6.06,50,150.013,77,woensdag
218,2011-01-10 08:00:00,08:00:00,1,0,1,2,4.92,6.06,50,190.012,188,woensdag
219,2011-01-10 09:00:00,09:00:00,1,0,1,2,5.74,6.06,50,169.979,94,woensdag
220,2011-01-10 10:00:00,10:00:00,1,0,1,2,5.74,6.06,50,199.995,31,woensdag
221,2011-01-10 11:00:00,11:00:00,1,0,1,2,6.56,6.82,47,190.012,30,woensdag
222,2011-01-10 12:00:00,12:00:00,1,0,1,2,8.2,9.09,40,190.012,52,woensdag
223,2011-01-10 13:00:00,13:00:00,1,0,1,2,8.2,9.09,40,190.012,54,woensdag
224,2011-01-10 14:00:00,14:00:00,1,0,1,2,8.2,9.85,40,150.013,47,woensdag
225,2011-01-10 15:00:00,15:00:00,1,0,1,2,8.2,9.85,40,150.013,45,woensdag
226,2011-01-10 16:00:00,16:00:00,1,0,1,1,8.2,10.605,40,89.981,74,woensdag
227,2011-01-10 17:00:00,17:00:00,1,0,1,1,8.2,11.365,40,70.015,178,woensdag
228,2011-01-10 18:00:00,18:00:00,1,0,1,1,8.2,9.85,40,150.013,155,woensdag
229,2011-01-10 19:00:00,19:00:00,1,0,1,1,6.56,8.335,47,110.014,95,woensdag
230,2011-01-10 20:00:00,20:00:00,1,0,1,1,6.56,8.335,50,110.014,74,woensdag
231,2011-01-10 21:00:00,21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,woensdag
232,2011-01-10 22:00:00,22:00:00,1,0,1,1,5.74,7.575,59,110.014,24,woensdag
233,2011-01-10 23:00:00,23:00:00,1,0,1,1,5.74,7.575,59,110.014,18,woensdag
234,2011-01-11 00:00:00,00:00:00,1,0,1,1,5.74,8.335,59,70.015,12,donderdag
235,2011-01-11 01:00:00,01:00:00,1,0,1,1,5.74,7.575,59,110.014,3,donderdag
236,2011-01-11 02:00:00,02:00:00,1,0,1,2,6.56,7.575,55,12.998,3,donderdag
237,2011-01-11 05:00:00,05:00:00,1,0,1,2,6.56,9.09,55,89.981,6,donderdag
238,2011-01-11 06:00:00,06:00:00,1,0,1,2,6.56,9.09,55,89.981,27,donderdag
239,2011-01-11 07:00:00,07:00:00,1,0,1,2,6.56,11.365,55,0,99,donderdag
240,2011-01-11 08:00:00,08:00:00,1,0,1,2,7.38,10.605,51,60.032,217,donderdag
241,2011-01-11 09:00:00,09:00:00,1,0,1,2,7.38,9.85,51,110.014,130,donderdag
242,2011-01-11 10:00:00,10:00:00,1,0,1,2,8.2,10.605,51,110.014,54,donderdag
243,2011-01-11 11:00:00,11:00:00,1,0,1,2,8.2,10.605,47,89.981,35,donderdag
244,2011-01-11 12:00:00,12:00:00,1,0,1,2,8.2,11.365,51,70.015,57,donderdag
245,2011-01-11 13:00:00,13:00:00,1,0,1,2,8.2,11.365,59,60.032,52,donderdag
246,2011-01-11 14:00:00,14:00:00,1,0,1,2,8.2,11.365,59,60.032,63,donderdag
247,2011-01-11 15:00:00,15:00:00,1,0,1,2,6.56,9.85,80,60.032,47,donderdag
248,2011-01-11 16:00:00,16:00:00,1,0,1,2,6.56,7.575,86,150.013,76,donderdag
249,2011-01-11 17:00:00,17:00:00,1,0,1,2,6.56,7.575,86,150.013,136,donderdag
250,2011-01-11 18:00:00,18:00:00,1,0,1,3,6.56,9.09,93,70.015,95,donderdag
251,2011-01-11 19:00:00,19:00:00,1,0,1,3,6.56,11.365,93,0,51,donderdag
252,2011-01-11 20:00:00,20:00:00,1,0,1,3,6.56,7.575,93,12.998,32,donderdag
253,2011-01-11 21:00:00,21:00:00,1,0,1,3,6.56,9.85,86,60.032,20,donderdag
254,2011-01-11 22:00:00,22:00:00,1,0,1,3,6.56,9.09,93,70.015,29,donderdag
255,2011-01-11 23:00:00,23:00:00,1,0,1,3,6.56,9.85,93,60.032,19,donderdag
256,2011-01-12 00:00:00,00:00:00,1,0,1,2,6.56,9.85,86,60.032,7,vrijdag
257,2011-01-12 01:00:00,01:00:00,1,0,1,2,6.56,9.09,86,70.015,6,vrijdag
258,2011-01-12 02:00:00,02:00:00,1,0,1,1,5.74,7.575,86,89.981,1,vrijdag
259,2011-01-12 05:00:00,05:00:00,1,0,1,1,5.74,7.575,86,110.014,5,vrijdag
260,2011-01-12 06:00:00,06:00:00,1,0,1,1,4.92,7.575,93,89.981,16,vrijdag
261,2011-01-12 07:00:00,07:00:00,1,0,1,1,5.74,7.575,69,89.981,54,vrijdag
262,2011-01-12 08:00:00,08:00:00,1,0,1,1,6.56,8.335,59,110.014,128,vrijdag
263,2011-01-12 09:00:00,09:00:00,1,0,1,1,6.56,6.82,59,220.028,81,vrijdag
264,2011-01-12 10:00:00,10:00:00,1,0,1,1,7.38,9.09,55,150.013,39,vrijdag
265,2011-01-12 11:00:00,11:00:00,1,0,1,1,8.2,9.09,51,260.027,35,vrijdag
266,2011-01-12 12:00:00,12:00:00,1,0,1,1,8.2,7.575,47,390.007,55,vrijdag
267,2011-01-12 13:00:00,13:00:00,1,0,1,1,9.02,9.85,44,239.994,49,vrijdag
268,2011-01-12 14:00:00,14:00:00,1,0,1,1,8.2,9.09,47,220.028,44,vrijdag
269,2011-01-12 15:00:00,15:00:00,1,0,1,1,8.2,8.335,47,279.993,49,vrijdag
270,2011-01-12 16:00:00,16:00:00,1,0,1,1,9.02,9.85,44,220.028,68,vrijdag
271,2011-01-12 17:00:00,17:00:00,1,0,1,1,8.2,9.09,47,239.994,139,vrijdag
272,2011-01-12 18:00:00,18:00:00,1,0,1,1,8.2,7.575,47,350.008,137,vrijdag
273,2011-01-12 19:00:00,19:00:00,1,0,1,1,7.38,7.575,47,279.993,83,vrijdag
274,2011-01-12 20:00:00,20:00:00,1,0,1,1,6.56,6.82,50,220.028,56,vrijdag
275,2011-01-12 21:00:00,21:00:00,1,0,1,1,6.56,6.82,55,220.028,57,vrijdag
276,2011-01-12 22:00:00,22:00:00,1,0,1,1,6.56,6.06,55,300.026,33,vrijdag
277,2011-01-12 23:00:00,23:00:00,1,0,1,1,5.74,5.305,59,279.993,20,vrijdag
